Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
352931,2020-11-04 08:13:54,3564839259330465,fraud_Padberg-Welch,grocery_pos,141.78,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,e38acbf3398332df3bbb79a87d2953b4,1383552834,37.06861,-121.297665
42404,2020-07-06 02:42:27,6011860238257910,fraud_Torphy-Goyette,shopping_pos,5.93,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,4a02cd0bea163ed76b761c609e7fb103,1373078547,35.461552000000005,-97.156036
449531,2020-12-08 07:28:41,346208242862904,fraud_Jast-McDermott,shopping_pos,3.52,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",1961-05-13,c88f254d99cc64afc7c23f253f47fcd1,1386487721,41.16544,-74.518821
27682,2020-06-30 11:57:40,3521417320836166,fraud_Strosin-Cruickshank,grocery_pos,185.41,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,0482619cef625bb15e5993c21149a1bd,1372593460,39.12979,-85.970056
516590,2020-12-22 19:58:51,38544312728630,fraud_Bahringer-Streich,food_dining,69.29,Veronica,Burton,F,08932 Bonnie Stravenue,Bonita Springs,FL,34135,26.3771,-81.7334,51427,Claims inspector/assessor,1991-08-21,de95ab534b98e2ec0a0a53ef1c3b5f0c,1387742331,25.822395,-82.110096
334973,2020-10-27 13:17:41,3559160581764413,fraud_Berge-Hills,kids_pets,51.64,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,ad210f6150c03eb610673028a7263235,1382879861,41.648738,-78.35301899999999
478377,2020-12-14 19:23:44,4355790796238264643,"fraud_Parker, Nolan and Trantow",entertainment,9.66,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969-08-04,fef5b8c602181d76f6dbe256cc191422,1387049024,39.350845,-90.576153
489625,2020-12-17 06:27:58,180094419304907,fraud_Doyle Ltd,grocery_pos,223.45,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,901ac066082283762f525d30e43b84cf,1387261678,32.993854,-116.473152
306426,2020-10-15 04:10:40,2720894374956739,"fraud_Douglas, Schneider and Turner",shopping_pos,7.18,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,7918dfef4e0b6eb8889f90cc6e032f78,1381810240,43.144316,-82.752586
520256,2020-12-23 20:33:52,3521815216091574,fraud_Hills-Boyer,personal_care,81.38,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,77c816d01fa12158b7686e64fc324cbc,1387830832,39.619890000000005,-104.905575
114355,2020-07-31 09:16:27,6011367958204270,fraud_Runolfsson and Sons,grocery_net,43.77,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,b18bd97cdec97c0fd997c5e9095c1281,1375262187,41.232691,-82.52838100000001
77102,2020-07-18 11:21:24,4681699462969,"fraud_Tillman, Dickinson and Labadie",gas_transport,72.91,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,36ff8b0984095084f33695416bbeea16,1374146484,36.511473,-85.781102
279783,2020-10-04 00:46:25,4809701904914,fraud_Jaskolski-Dibbert,grocery_net,75.27,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,f5c2354b7f44898a227286a6a49384bc,1380847585,32.974078000000006,-84.84231899999999
122706,2020-08-03 08:08:55,4066595222529,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,136.12,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,6bfd2782b706988155f7ceb4dc8ca559,1375517335,38.820097,-81.98424
200255,2020-08-30 22:10:33,4584931703207308232,fraud_Howe PLC,entertainment,395.5,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,6be4b54b67c0eab508bf37b3bf197155,1377900633,31.860139,-97.557217
53798,2020-07-09 21:36:02,4223708906367574214,fraud_Kertzmann LLC,health_fitness,76.77,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,014e69ca6bd121bfd52bdb392b3863bc,1373405762,38.947877000000005,-85.424926
504168,2020-12-20 20:07:26,213102873001603,"fraud_Runolfsdottir, Mueller and Hand",entertainment,72.67,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,f0ce71aab46dd47ec63084a2619848c4,1387570046,44.208446,-123.998635
178097,2020-08-23 04:15:55,213157767990030,fraud_Murray-Smitham,grocery_pos,229.27,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,d1f462650d029397fe9c0f00fbc0bc7a,1377231355,40.981447,-109.532652
208073,2020-09-01 21:47:49,371226440126102,fraud_Wiza LLC,misc_pos,2.33,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,6c2ba70a4091bbe72828ae928dffbab4,1378072069,39.375754,-89.78124100000001
464222,2020-12-11 23:02:15,2475085306462014,"fraud_Bradtke, Torp and Bahringer",personal_care,81.22,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,3a22ca2185db7d217d3f9c1a27a1a6f4,1386802935,44.503135,-94.648928
459451,2020-12-10 17:13:02,3513618443244549,fraud_Ruecker-Mayert,kids_pets,101.05,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,b9ef8e8d29528756cafa1afa90d3360a,1386695582,44.060808,-98.674319
7645,2020-06-23 12:13:08,30270432095985,fraud_Ankunding LLC,shopping_net,4.81,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,1b2fccba260564801ad5eddeabbeddd5,1371989588,40.564658,-90.449265
151869,2020-08-13 07:26:50,30428204673351,"fraud_Quitzon, Green and Bashirian",shopping_pos,139.41,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,af8f13a221b10bdbdb48f777ffc6ba0f,1376378810,39.625606,-76.16690899999999
238830,2020-09-15 09:55:32,4344955088481397,fraud_Pouros-Conroy,shopping_pos,147.34,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976-09-29,b6532aeb3b9c30b7936fef30787cbc81,1379238932,41.527485,-79.280231
518384,2020-12-23 05:32:47,6011109736646996,fraud_Kunze Inc,grocery_pos,183.01,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,b2c2635e99d71da1c29eb6b579b5d5ac,1387776767,35.101672,-78.704791
365340,2020-11-09 23:02:44,4514242065619750,"fraud_Gutmann, McLaughlin and Wiza",home,5.92,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,b41663ff216b9a43bc047e77b13a153e,1384038164,41.480737,-104.596122
114604,2020-07-31 12:29:05,4312133045694601139,fraud_Adams-Barrows,health_fitness,29.86,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,a76cd0c90730e1e6da3be67346490a3a,1375273745,40.011261,-77.180992
351459,2020-11-03 17:08:57,30230540139182,fraud_Champlin-Casper,home,72.87,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,9f6196365b8e5002544d3f4cd0280a87,1383498537,40.54665,-77.452299
119498,2020-08-02 11:26:48,4223708906367574214,fraud_Herzog Ltd,misc_pos,36.03,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,84c18766c06261000f1228a4798c4812,1375442808,39.450474,-83.74028100000001
132978,2020-08-06 18:58:22,30044330818990,fraud_Sawayn PLC,shopping_pos,30.44,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,e399d2c45f136b55ec1d1081c2cb64c3,1375815502,27.437973,-81.866574
417873,2020-12-01 08:29:52,2297447006766555,"fraud_Kuhic, Bins and Pfeffer",shopping_net,253.32,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,8e6b30085dc0f28fde81630b0560e52c,1385886592,39.049798,-88.57315
335687,2020-10-27 17:54:30,38797410705641,fraud_Brown-Greenholt,entertainment,71.67,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,4b441b0ad59d92e699ff029cd08b3c96,1382896470,43.22539,-73.273606
304254,2020-10-13 21:26:28,4861310130652566408,fraud_Lemke-Gutmann,shopping_net,146.19,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,383f5397be078d77f565bca8bd0c0a5d,1381699588,29.476119,-90.654196
327626,2020-10-25 00:55:00,4550599031376731,fraud_Hudson-Grady,shopping_pos,2.92,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,0a6903a6faa3b03fb524b77398241bc4,1382662500,41.675848,-83.291638
490906,2020-12-17 15:53:55,4509922033272157,fraud_Rolfson-Kunde,personal_care,20.83,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,20845a165b6e64d7b977ac8d07e4e7b2,1387295635,42.953542,-98.053662
52100,2020-07-09 02:50:44,3533800906065217,fraud_Mohr Inc,shopping_pos,31.95,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,f8c9ddb0fe6b4d51e270f28ecc5fcb10,1373338244,40.681791,-97.968132
198042,2020-08-30 07:33:32,2224100459250597,fraud_Metz-Boehm,shopping_pos,3.07,Sheri,Thomas,F,019 Kimberly Light Apt. 039,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,1963-09-11,2b12e775589fd9a43ad2fba51c651116,1377848012,30.012457,-80.819558
229363,2020-09-11 19:15:34,3573030041201292,"fraud_Reichel, Bradtke and Blanda",travel,8.09,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,81f02e209f88965e948011c1c9623d39,1378926934,39.988511,-110.946026
1271,2020-06-21 19:23:19,3586008444788268,fraud_Terry-Huel,shopping_net,480.56,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,c85afa83baac7c52879fb9ee30af78e4,1371842599,47.641302,-121.019198
525870,2020-12-25 14:04:19,3506042666828517,fraud_Hoppe-Parisian,kids_pets,43.86,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,04b3bc57e3c9cefe35a0e9c2e2b2706a,1387980259,37.458585,-80.963316
89298,2020-07-21 20:44:35,378904938837132,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,7.93,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,b057eb80c1f9c43ffb7b4ba5a5f4eb72,1374439475,35.73829,-99.171694
113595,2020-07-30 23:47:45,3573030041201292,fraud_Pacocha-Bauch,shopping_pos,41.17,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,d682a790e38a93c3919b565c5b5fc455,1375228065,39.892329,-110.105261
431096,2020-12-04 17:24:14,4642255475285942,fraud_Dickinson Ltd,personal_care,29.96,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,37b4ba6066cbafdd4ea4845cdbebd522,1386177854,38.921568,-109.659928
539976,2020-12-28 14:07:30,30270432095985,fraud_Baumbach Ltd,personal_care,24.38,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,29f3b6e4d459d16a05a8d527bfe2129e,1388239650,40.809521,-90.670861
9002,2020-06-23 18:50:53,571365235126,"fraud_Nienow, Ankunding and Collier",misc_pos,9.69,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,80f1d38e12a8386643ad2b755e0570f9,1372013453,45.34154,-85.883321
461466,2020-12-11 06:50:43,344342339068828,"fraud_Langworth, Boehm and Gulgowski",shopping_net,105.85,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,4fa86a6f258193f3618cfd8db64f2717,1386744643,30.425491,-81.448121
228518,2020-09-11 10:12:27,630425673344,"fraud_Bins, Balistreri and Beatty",shopping_pos,385.48,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,ce406c35443163957cb8458b12046986,1378894347,38.429593,-80.646617
56134,2020-07-10 21:39:39,3502088871723054,fraud_Turcotte-Halvorson,misc_pos,4.99,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,035773d32f7aa4c1925fc1f410d27020,1373492379,38.541127,-77.43203299999999
140205,2020-08-09 15:30:04,4992346398065154184,"fraud_Mueller, Gerhold and Mueller",health_fitness,84.09,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,18923294882a11d43202623187774dc9,1376062204,40.569695,-89.440898
174626,2020-08-21 17:36:24,4342532437704183,"fraud_Boehm, Block and Jakubowski",misc_pos,8.79,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,38cfe7c154ec4c91510c937757d3a7a0,1377106584,41.312973,-76.077795
132049,2020-08-06 09:05:13,4640395708703,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,9.78,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,55d1679777942ee0b82cc05ca2b064d6,1375779913,30.582302,-91.618383
273811,2020-09-30 18:44:40,4048508450704760,fraud_Jast Ltd,shopping_net,1.32,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,1a36c3bfe599360d610313e0dd0ac23e,1380566680,40.643431,-98.782598
410226,2020-11-30 02:48:47,376028110684021,fraud_Collier Inc,grocery_net,46.88,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,cf54a1a968137578d37fa90bdf93af07,1385779727,39.997886,-93.80805
215409,2020-09-05 22:33:04,2254799658404120,fraud_Kub-Heaney,health_fitness,132.39,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,4532cafbc355d1452a28557015e441f7,1378420384,31.552883,-83.403775
19380,2020-06-28 06:48:16,4482427013979020,fraud_Morissette PLC,shopping_pos,9.55,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,1946-08-30,82e59fdc5d3ba60fae3718378c3215ec,1372402096,39.450994,-82.348549
524138,2020-12-25 00:48:53,4319584480204988982,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,6.34,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,fd1d8c9b03762effa691fe141e4fcb15,1387932533,37.047174,-83.579758
105858,2020-07-27 23:56:39,2383461948823908,fraud_Hilpert-Conroy,kids_pets,16.63,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,d5288f678f90a6999c5a1ed6710a3551,1374969399,43.065646,-71.15877900000001
297175,2020-10-11 15:26:44,4725837176265195730,"fraud_Larkin, Stracke and Greenfelder",entertainment,12.27,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1994-11-05,7589eec12c63cec3403f0b448f98bb84,1381505204,30.652552000000004,-87.58899
416569,2020-12-01 01:58:10,4311368326621416041,fraud_Ledner-Pfannerstill,gas_transport,52.81,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,c5bd85de99318ca01b97c73625a35c75,1385863090,40.494374,-102.474078
437997,2020-12-06 10:40:23,3564839259330465,fraud_Pacocha-O'Reilly,grocery_pos,115.48,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,8e97114216dbd304bfe2ce62e8c3b998,1386326423,38.275577,-122.981304
449241,2020-12-08 05:50:08,4208110975550360171,"fraud_Langworth, Boehm and Gulgowski",shopping_net,99.51,David,Bonilla,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,1982-01-16,d1534f5a7f8046d8bf755f661ab04478,1386481808,31.107166,-82.349197
544552,2020-12-29 06:57:29,3538520143479972,fraud_Kuhic LLC,shopping_net,15.85,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,a7e3491a096ce6ed1a277dd1d103c982,1388300249,41.192838,-83.705126
235023,2020-09-14 04:52:25,3531129874770000,"fraud_Stroman, Hudson and Erdman",gas_transport,59.67,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,8ad8830a858bdab6ba2d2377bcec02f7,1379134345,44.199219,-72.137349
97951,2020-07-25 19:18:18,4586260469584,fraud_Schoen-Quigley,kids_pets,36.39,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,777e429e46974fce140af67b2bb84311,1374779898,40.041226,-95.233176
33698,2020-07-02 21:30:39,5104807169438134,"fraud_Reinger, Weissnat and Strosin",food_dining,117.01,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,bb10d6064017682183bb7d2db05b1197,1372800639,41.413779,-72.61726
422391,2020-12-02 00:01:37,3513618443244549,fraud_Bogisich Inc,grocery_pos,104.09,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,4a31da28a4c293567a175f1d939442a0,1385942497,43.397674,-97.423239
391234,2020-11-21 22:55:30,6011366578560244,fraud_Goyette-Herzog,travel,6.09,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,d837c2dad795803ef8dc046408b8433a,1385074530,40.965072,-77.434184
103267,2020-07-27 10:51:53,4223708906367574214,fraud_Schamberger-O'Keefe,grocery_pos,89.83,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,4b1ee717da7534ace65c01776f9400e2,1374922313,39.510177,-84.652264
232745,2020-09-13 11:17:57,3541160328600277,fraud_Rodriguez Group,gas_transport,52.94,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,48c39a1c62ae9858de727af11b8432c9,1379071077,39.043977000000005,-90.308805
548970,2020-12-29 22:55:10,6011367958204270,fraud_Kuhic LLC,shopping_net,135.56,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,2aef89f17307c11138b204db7d41ade6,1388357710,42.022932,-82.453856
490215,2020-12-17 11:32:27,379141394109214,fraud_Torp-Labadie,gas_transport,61.75,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1966-12-15,bb353af4c6d981cec40f7ead2496d1eb,1387279947,34.14033,-82.118472
374645,2020-11-14 14:21:44,4189814094741,fraud_Torphy-Goyette,shopping_pos,6.63,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,1998-02-03,ac30f5cbca10581638b315129de8949c,1384438904,33.505108,-85.387211
53682,2020-07-09 20:25:25,213112402583773,fraud_Beer-Jast,kids_pets,30.11,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,83717f3aadcfe6251189430510a65947,1373401525,33.397304,-82.126671
450994,2020-12-08 13:52:38,4956828990005111019,fraud_Connelly-Carter,home,24.42,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,d57421151e52dd33245243fef9196b71,1386510758,40.444735,-74.15493199999999
432318,2020-12-04 23:58:07,4328928491302401,fraud_Jacobi and Sons,shopping_pos,3.52,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,cbfb979e7084df2a3abc352912713279,1386201487,43.503419,-88.676023
83096,2020-07-20 08:33:00,3533800906065217,fraud_Boyer-Reichert,shopping_net,4.0,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,708330d9242769eb646609bc80ad25d3,1374309180,39.846705,-97.940333
454615,2020-12-09 04:27:47,3533012926413100,"fraud_Connelly, Reichert and Fritsch",gas_transport,44.28,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,da8ff945c2530ee608ee596215882289,1386563267,43.078779,-76.095915
107203,2020-07-28 10:16:52,4319584480204988982,fraud_Cummerata-Jones,gas_transport,60.96,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,4ffaeaf3f62b5e6fcc3fa142b14317da,1375006612,37.62532,-83.500055
27043,2020-06-30 06:44:25,3568255211412877,"fraud_Schultz, Simonis and Little",grocery_pos,93.19,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,a0b59b967b904cc4d71306958c196d87,1372574665,40.572337,-84.046809
345868,2020-11-01 21:05:48,676369110710,fraud_Shields-Wunsch,health_fitness,35.96,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,28524f8d070567fedbc4d1271d74e2e0,1383339948,42.742455,-84.096438
458346,2020-12-10 10:11:41,213173753804333,"fraud_Raynor, Feest and Miller",gas_transport,55.69,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,c41c163a6ea3217dbc866d8c998dba40,1386670301,41.208736,-87.141468
119746,2020-08-02 13:03:26,3545109339866548,"fraud_Welch, Rath and Koepp",entertainment,109.81,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,6794d42f94febf83e9ed4a90864ecaca,1375448606,32.760864,-90.673387
365782,2020-11-10 02:47:56,6011626928491360,fraud_Morissette PLC,shopping_pos,4.04,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1960-11-19,f72f3cdf1503f914c25d9b3944afe4e2,1384051676,34.772746000000005,-88.377482
333854,2020-10-27 03:10:06,3577596616955856,fraud_Kris-Padberg,shopping_pos,3.71,David,Rogers,M,265 Mullen Park Apt. 307,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",1929-04-22,9787bf6feaa8f1d583c30414c1b6bdda,1382843406,35.506161,-80.50875699999999
140888,2020-08-09 19:22:58,4467456915153312231,fraud_Connelly-Carter,home,138.22,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,1966-09-16,8116d37480c21561019fc06e781cd404,1376076178,28.754456,-81.699488
215592,2020-09-06 00:14:02,377654590313960,fraud_Ankunding LLC,shopping_net,9.88,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1969-02-22,9f14fed25c2f215c5618c80085ef37b2,1378426442,36.029567,-83.049151
396849,2020-11-23 21:59:55,5540636818935089,fraud_Osinski Inc,personal_care,49.81,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,71878e405a2f43efb30bf1712640dac2,1385243995,42.939435,-72.114503
14096,2020-06-26 02:17:22,30263540414123,fraud_Padberg-Rogahn,entertainment,27.3,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,1961-11-24,5e4bd95b00d292a510896b44e76a4a0c,1372213042,38.441188,-112.930239
415780,2020-11-30 22:45:28,4908846471916297,fraud_Feil-Morar,health_fitness,57.51,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,886a879275f5698db2e6967361384731,1385851528,31.661108,-97.757181
95648,2020-07-24 18:50:16,4725673654161314,fraud_Reilly LLC,home,1.14,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1968-09-19,f3ac8cfe99e3b42adb4a62dc5fcdfc0d,1374691816,41.772088,-73.064472
123710,2020-08-03 14:29:57,630451534402,fraud_Kemmer-Buckridge,misc_pos,25.65,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,2387709922d0f6cfc35fda4f2d1eedf1,1375540197,46.217008,-86.47662700000001
